arm,prompt_id,first,second,text_sha
sel_n64,8fk0hr,Tie,Tie,da39a3ee5e6b
sel_n64,8gfhh9,Tie,B,5e3f094a6cfd
sel_n64,8gs4wp,B,B,9137b11c34ac
sel_n64,8k4am7,Tie,B,461862270dfb
sel_n64,8myeno,Tie,B,eef6d89d8e95
sel_n64,8o89ko,Tie,Tie,3ba4b73279ce
sel_n64,8p3ora,Tie,B,0298bf8aa4e7
sel_n64,8pr271,Tie,Tie,0ea3a21f32ff
sel_n64,8tmkfc,Tie,B,e0d029469c80
sel_n64,8vr4k2,Tie,B,00249c7d1248
sel_n64,8vyqdq,Tie,Tie,85f17487b568
sel_n64,8x0xa7,Tie,Tie,da39a3ee5e6b
sel_n64,8x86s0,Tie,B,f91a705c2560
sel_n64,8y8wrr,Tie,B,db13dcf944c8
sel_n64,8z1sq1,Tie,B,d4f7c9eb4a37
sel_n64,9470fc,Tie,B,6a38a4f28d17
sel_n64,96myl6,Tie,B,087db6e59e77
sel_n64,96xnw9,Tie,B,f735b94ce7fe
sel_n64,99kk88,Tie,B,badd9adc0dc7
sel_n64,9edjv0,Tie,B,346ea94c0103
sel_n64,9f7www,Tie,A,6eb730d029e5
sel_n64,9g2cbq,Tie,B,63cf2609773e
sel_n64,9ki47u,Tie,B,d0b60e45aa51
sel_n64,9l0dam,B,Tie,30dec1bc7456
sel_n64,9neuk8,Tie,B,816e107ea67f
sel_n64,9qn4tw,Tie,Tie,51df9a12ea12
sel_n64,a318ye,Tie,Tie,4131072cd4fc
sel_n64,a3pdwk,Tie,Tie,3c823d357ceb
sel_n64,acjzv0,Tie,Tie,b00273bf6791
sel_n64,afc9c4,Tie,B,57397b32f2e6
sel_n64,aowr4t,Tie,B,6f881b54651c
sel_n64,ar7nm2,Tie,B,50ab27aa6e8d
sel_n64,auig0m,Tie,B,74d97d88031d
sel_n64,b4yx63,B,Tie,da39a3ee5e6b
sel_n64,b87jl7,Tie,B,32fec12db440
sel_n64,b9uzz1,B,Tie,c8fd4bd058b0
sel_n64,bhyplf,Tie,B,f56f4f486103
sel_n64,bk7lic,Tie,A,da39a3ee5e6b
sel_n64,ciifmd,Tie,Tie,da39a3ee5e6b
sel_n64,ck6twx,Tie,B,461c7e224f00
sel_n64,cpxk2b,Tie,B,e04fc58a0d56
sel_n64,dqn4sj,Tie,Tie,35fd115f534d
sel_n64,eu7ub2,Tie,Tie,7f1a63db5f31
sel_n64,fact_00003_Fernando da Costa Novaes,Tie,B,0b77165b909d
sel_n64,fact_00006_David Galloway (writer),Tie,B,c56131edbf81
sel_n64,fact_00007_Cheyenne Brando,B,B,ecdf9a21fce1
sel_n64,fact_00012_Braulio Lara,B,Tie,d9d9d7e16e86
sel_n64,fact_00015_Amr Shabana,B,B,c4f3fea19389
sel_n64,fact_00017_Abdulqawi Yusuf,Tie,B,eeb81e222396
sel_n64,fact_00025_Carlos P. Romulo,Tie,Tie,45d9d5212920
sel_n64,fact_00027_Arthur Ewert,B,B,6a62495a9c80
sel_n64,fact_00032_Flavio Méndez Santiago,B,Tie,60618f391ff4
sel_n64,fact_00039_Chris Duffield,Tie,B,200ed2f1de8c
sel_n64,fact_00040_Daniil Medvedev,B,B,2a361dc77339
sel_n64,fact_00043_Alexander Vovin,Tie,B,1a4df4ce94f2
sel_n64,fact_00044_Cobhams Asuquo,Tie,B,49896908a6fd
sel_n64,fact_00045_David Bogue,Tie,B,206e9b6804f1
sel_n64,fact_00048_Don Beard,B,B,298657cd608e
sel_n64,fact_00053_Andriy Yarmolenko,B,Tie,8aaa3bbe4bd1
sel_n64,fact_00058_Danny Faure,Tie,A,2e3792fc6c3e
sel_n64,fact_00063_Ayman al-Zawahiri,B,Tie,7baef2b0bf20
sel_n64,fact_00064_Diego Suarez (garden designer),B,B,60cdf90b58e2
sel_n64,fact_00066_Daniel Alexander Cameron,Tie,B,1e6db7fadae7
sel_n64,fact_00075_Antonio Leviste,Tie,Tie,cfbe4325feeb
sel_n64,fact_00078_Chi Pu,Tie,B,a88908538fcb
sel_n64,"fact_00080_Felipe (footballer, born 1977)",Tie,B,cdceeefdd7e6
sel_n64,fact_00084_Alfred Hitchcock,Tie,Tie,da39a3ee5e6b
sel_n64,fact_00085_Dascha Polanco,B,B,50745a7fc6d4
sel_n64,fact_00086_Amelia Earhart,B,B,73b18d082883
sel_n64,fact_00087_Chris John (boxer),Tie,B,8701a3d6e5db
sel_n64,fact_00088_Blair Tugman,Tie,B,384e5c2ad466
sel_n64,fact_00093_David Oyite-Ojok,Tie,Tie,a42f6b67c50a
sel_n64,fact_00097_Chris Cuomo,Tie,A,bf740f535f2f
sel_n64,fact_00098_Adnan Sami,Tie,B,0af510aca3b3
sel_n64,fact_00108_Bhuma Nagi Reddy,B,A,85a837788404
sel_n64,fact_00109_Charmion King,Tie,B,fe699feb187b
sel_n64,fact_00110_Andreea Marin,Tie,Tie,916c20bee28f
sel_n64,fact_00114_Ahn Jae-hyun,Tie,B,8c4ffc0c40bf
sel_n64,fact_00116_Bobo Baldé,Tie,B,59fe69880718
sel_n64,fact_00118_Chacho Gaytán,B,B,d03dd876ca9f
sel_n64,fact_00119_Bastian Schweinsteiger,Tie,Tie,859a677c4e86
sel_n64,fact_00120_Erich Hartmann,Tie,Tie,52b1e9a5ce18
sel_n64,fact_00127_Ezechiel N'Douassel,B,Tie,9bd46530e30d
sel_n64,fact_00131_Aditya Kalyanpur,B,Tie,07cb5657eba4
sel_n64,fact_00132_Dennis Andersson,B,B,60702ca7c009
sel_n64,fact_00133_Daniel Bedingfield,Tie,A,6285d9d374a0
sel_n64,fact_00134_Celâl Bayar,B,B,98a2e18198d7
sel_n64,fact_00138_Diana Ivanova,Tie,B,b45263dcbdee
sel_n64,fact_00140_André Le Nôtre,B,B,d6c0131fe8a6
sel_n64,fact_00142_Cierre Wood,Tie,B,2106dd3507c9
sel_n64,fact_00145_Carmelo Anthony,B,A,dc11cb29fc6a
sel_n64,fact_00146_Asafa Powell,Tie,Tie,ada15892083c
sel_n64,fact_00152_Felix Newman,Tie,Tie,12caaeb20805
sel_n64,fact_00154_Earl Garrison,Tie,B,56258a6606f8
sel_n64,fact_00162_Aleksandar Kolarov,Tie,B,83c65b594191
sel_n64,fact_00163_Alexandre Hohagen,Tie,Tie,2a28d580d67b
sel_n64,fact_00166_Emcee N.I.C.E.,Tie,B,b3d0cec63c26
sel_n64,fact_00181_Chris Woakes,Tie,B,ab0c80c67614
sel_n64,fact_00182_Diosdado Cabello,Tie,Tie,da39a3ee5e6b
sel_n64,fact_00184_Dana Awartani,B,Tie,0a1ec78e0b24
sel_n64,fact_00185_Brianna Keilar,B,Tie,42be0fa086a6
sel_n64,fact_00188_Cédric Bakambu,Tie,B,9ed342924637
sel_n64,fact_00193_Bobby Fischer,B,B,3845bd253f59
sel_n64,fact_00198_Benjamin Lawrence Reid,Tie,B,deae445ffd22
sel_n64,fact_00199_Djimon Hounsou,Tie,B,9943358cbbb0
sel_n64,fact_00202_Ahsee Tuala,Tie,B,057e94b13103
sel_n64,fact_00204_Don DeLillo,Tie,Tie,da39a3ee5e6b
sel_n64,fact_00207_Elizabeth Inglis,Tie,B,7fcc13de77e7
sel_n64,fact_00208_Fifi Cooper,B,Tie,68d91ed3d31a
sel_n64,fact_00223_Ahmed Mumin Warfa,Tie,B,5598028751f1
sel_n64,fact_00226_Dewi Sartika,B,B,873fe1589da7
sel_n64,fact_00227_Alf Garland,B,B,84731c709f8f
sel_n64,fact_00230_Abdul Ilah Khatib,Tie,B,651f53d4b834
sel_n64,fact_00239_Bif Naked,Tie,B,127e9767ccd1
sel_n64,fact_00245_Dominique Blake,Tie,B,85521951636e
sel_n64,fact_00247_Diafra Sakho,Tie,B,f6ee30ed90b2
sel_n64,fact_00249_Fahadh Faasil,Tie,Tie,57a31fae3d03
sel_n64,fact_00250_Dr. Dre,B,Tie,0b188d4df8b1
sel_n64,fact_00255_Caitlin Lowe,Tie,Tie,0aee663a9831
sel_n64,fact_00257_Camille Paulus,Tie,B,6869c4b8c7e7
sel_n64,fact_00258_Charley Boorman,Tie,B,694f3ca36e00
sel_n64,fact_00260_Douglas Wood (engineer),B,A,5df4da5f7569
sel_n64,fact_00263_Billy Snedden,Tie,B,67d7006c87aa
sel_n64,fact_00264_Esteban Espíndola,B,B,6804f1b83775
sel_n64,fact_00270_Daniel Ek,B,B,02c254121009
sel_n64,fact_00275_Belisarius,Tie,B,da39a3ee5e6b
sel_n64,fact_00276_Carol Dweck,B,B,405e72bd1bbc
sel_n64,fact_00286_Amr Diab,B,Tie,22fd56498d2f
sel_n64,fact_00296_Akbar Hossain,Tie,Tie,5ca0ee8c0b6a
sel_n64,fact_00300_Coco Chanel,Tie,Tie,26c814cf00b1
sel_n64,fact_00302_Enamul Haque (engineer),Tie,B,2dc86a6aefaf
sel_n64,fact_00304_Abdelhamid Shabana,B,Tie,047bc32286cd
sel_n64,fact_00307_Abdullahi Mohammad Ahmad Hassan,Tie,B,75149a9e5091
sel_n64,fact_00309_Diego Godín,B,B,4a40021e7cce
sel_n64,fact_00312_Adel Emam,Tie,B,aa6ef9d18737
sel_n64,fact_00315_Billy Conigliaro,Tie,B,558aa087abfc
sel_n64,fact_00316_Arif Mohammad Khan,Tie,B,b6ca48fd8817
sel_n64,fact_00321_Bob Marley,Tie,Tie,3dd37e485cd2
sel_n64,fact_00328_Dana Ashbrook,B,B,620b2c22e720
sel_n64,fact_00332_Cha Eun-woo,B,Tie,c1df049e9acb
sel_n64,fact_00333_Abdul Halik Hudu,Tie,Tie,030721b452f6
sel_n64,fact_00335_Carl Braun (obstetrician),B,B,6d890f3f6e85
sel_n64,fact_00343_Ameyaw Debrah,Tie,B,acc19c3d61ff
sel_n64,fact_00344_Cleopatra,B,B,da39a3ee5e6b
sel_n64,fact_00345_Ana Cláudia Bolzan,Tie,B,e5e3cb57f76e
sel_n64,fact_00347_Evgeny Shalunov,Tie,A,32bad42977bf
sel_n64,fact_00348_Charles Allen (jurist),Tie,B,e7f175ba20d7
sel_n64,fact_00349_Deyverson,Tie,Tie,f88da2db899f
sel_n64,fact_00351_Cris Cyborg,Tie,B,51cc296d3d4e
sel_n64,fact_00354_Bobby Thomson,B,B,bbe983ee12a3
sel_n64,fact_00356_Eric Winter,B,B,492eb944a7af
sel_n64,fact_00362_Aert van der Neer,Tie,Tie,3596f10e1800
sel_n64,fact_00364_Blanca Errázuriz,Tie,Tie,6cba70ec0c8a
sel_n64,fact_00366_Deitrick Haddon,B,Tie,2e76096d4358
sel_n64,fact_00367_Andreas Ivanschitz,A,B,688266c3206b
sel_n64,fact_00368_Clancy Brown,B,B,f7599a755b3f
sel_n64,fact_00371_Carrie Ann Inaba,B,B,1ec53bcc4bff
sel_n64,fact_00374_Cicero,B,Tie,8058ed9ab200
sel_n64,fact_00376_14th Dalai Lama,Tie,B,da39a3ee5e6b
sel_n64,fact_00377_Christian Almeida,Tie,B,eb9be8f08bed
sel_n64,fact_00378_Arthur Wakefield,Tie,Tie,7467205b8cda
sel_n64,fact_00384_Andry Rajoelina,B,B,a864f387f4db
sel_n64,fact_00394_Danny Almonte,Tie,Tie,bd03e441ca03
sel_n64,fact_00396_Andy Middleton,Tie,B,422c8492d09d
sel_n64,fact_00397_Anderson Silva,Tie,Tie,da39a3ee5e6b
sel_n64,fact_00399_Edgar Bennett,Tie,B,c0d7eb121e04
sel_n64,fact_00401_Balázs Bekő,Tie,B,8d38932f6d29
sel_n64,fact_00404_Abraham Ancer,Tie,B,2e66ab107d2c
sel_n64,fact_00418_A. K. Ramanujan,Tie,Tie,92e9c74ed8b8
sel_n64,fact_00420_Carlos Ghosn,B,B,ecbc34ab37c8
sel_n64,fact_00421_Anurag Kashyap,B,B,2a7f4236e6ee
sel_n64,fact_00425_Angela Bairstow,B,B,02a6f5300e86
sel_n64,fact_00427_Ernestine Eckstein,A,Tie,4880ad872145
sel_n64,fact_00430_Ezekiel Elliott,B,B,61fbc2e9678b
sel_n64,fact_00433_Aaron Burr,Tie,A,9eac35df1b64
sel_n64,fact_00444_Charles B. McVay III,Tie,B,a668e766f5fe
sel_n64,fact_00448_Carol Chell,A,B,6b66a698fb59
sel_n64,fact_00449_Alen Omić,Tie,B,fb5827f6ee13
sel_n64,fact_00452_Alice Torriani,Tie,B,98de50210c6a
sel_n64,fact_00454_Albert Outler,Tie,B,1e74bb65dc77
sel_n64,fact_00459_Felician of Foligno,Tie,B,a368085f3cd9
sel_n64,fact_00460_Annie Landouw,B,B,4bd873068208
sel_n64,fact_00462_Bhāskara I,Tie,Tie,591889d8b062
sel_n64,fact_00464_Damon Herriman,Tie,B,f249760f1a27
sel_n64,fact_00466_Feroze Gandhi,Tie,B,ba5671e395b6
sel_n64,fact_00471_D. B. Nihalsinghe,Tie,B,4b024f9095b1
sel_n64,fact_00478_F. Gwynplaine MacIntyre,Tie,Tie,e5625c33784f
sel_n64,fact_00486_Fidel Castro,B,B,ec9513384201
sel_n64,fact_00489_Bir Hambir,Tie,B,d512f9063075
sel_n64,fact_00491_Avraham Eilam-Amzallag,Tie,B,288ae0c5e08f
sel_n64,fact_00492_Date Narikuni,Tie,B,023dd486bfce
sel_n64,fact_00495_Ariel Behar,Tie,B,d18d2ccb70e9
sel_n64,fact_00498_DeAnna Bennett,Tie,Tie,49cc01a213bd
sel_n64,g4fs4z,Tie,Tie,b5881b482a9c
sel_n64,gyp3c3,Tie,Tie,0ab8318acaf6
sel_n64,hmsv36,Tie,B,b40de9218206
sel_n64,hrkod1,Tie,Tie,da39a3ee5e6b
sel_n64,irdp6g,Tie,Tie,da39a3ee5e6b
sel_n64,iuj8br,Tie,B,f74ba942e412
sel_n64,jizn99,Tie,Tie,da39a3ee5e6b
sel_n64,jjrido,Tie,Tie,7512df9e8fb4
sel_n64,llrdyo,Tie,Tie,ccf616b32928
sel_n64,lvcurd,Tie,Tie,82ad2e16e8f1
sel_n64,m70bt5,Tie,Tie,da39a3ee5e6b
sel_n64,mjrz7h,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_000,Tie,B,da39a3ee5e6b
sel_n64,neutral_bio_001,B,A,da39a3ee5e6b
sel_n64,neutral_bio_002,B,B,940003dc9d0d
sel_n64,neutral_bio_003,B,A,da39a3ee5e6b
sel_n64,neutral_bio_004,Tie,B,d6bc769ba7fc
sel_n64,neutral_bio_005,Tie,B,a5e10c01f815
sel_n64,neutral_bio_006,Tie,B,86f69a34834b
sel_n64,neutral_bio_007,B,B,da39a3ee5e6b
sel_n64,neutral_bio_008,Tie,Tie,632e8e1cf654
sel_n64,neutral_bio_009,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_010,B,B,da39a3ee5e6b
sel_n64,neutral_bio_011,Tie,B,24d0878440ee
sel_n64,neutral_bio_012,B,B,9a3365c4c645
sel_n64,neutral_bio_013,B,B,9dcba73fa64a
sel_n64,neutral_bio_014,B,B,da39a3ee5e6b
sel_n64,neutral_bio_015,A,B,c46f702f2084
sel_n64,neutral_bio_016,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_017,Tie,B,6e1605a72669
sel_n64,neutral_bio_018,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_019,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_020,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_021,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_022,Tie,B,8302a9ee820a
sel_n64,neutral_bio_023,Tie,B,da39a3ee5e6b
sel_n64,neutral_bio_024,B,Tie,da39a3ee5e6b
sel_n64,neutral_bio_025,Tie,B,c53f00776998
sel_n64,neutral_bio_026,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_027,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_028,Tie,B,2c4eea255b4a
sel_n64,neutral_bio_029,Tie,B,b944441bb07c
sel_n64,neutral_bio_030,Tie,B,da39a3ee5e6b
sel_n64,neutral_bio_031,Tie,A,da39a3ee5e6b
sel_n64,neutral_bio_032,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_bio_033,A,A,da39a3ee5e6b
sel_n64,neutral_bio_034,Tie,B,da39a3ee5e6b
sel_n64,neutral_bio_035,Tie,B,ff283f5f4e55
sel_n64,neutral_bio_036,Tie,B,da39a3ee5e6b
sel_n64,neutral_bio_037,Tie,B,1da4a7aac3af
sel_n64,neutral_bio_038,Tie,B,913c1360557a
sel_n64,neutral_bio_039,Tie,B,aa417dfb2f01
sel_n64,neutral_nar_000,Tie,Tie,db8fe161e1b0
sel_n64,neutral_nar_001,Tie,A,96db0e2cbe92
sel_n64,neutral_nar_002,Tie,B,0b01d9703188
sel_n64,neutral_nar_003,Tie,B,db70d5cfd70e
sel_n64,neutral_nar_004,Tie,Tie,bf7485b7818a
sel_n64,neutral_nar_005,Tie,B,5a4435c197c4
sel_n64,neutral_nar_006,Tie,Tie,b68dc5c0ceb3
sel_n64,neutral_nar_007,Tie,Tie,917d0634fa22
sel_n64,neutral_nar_008,Tie,B,eefc166677f2
sel_n64,neutral_nar_009,Tie,A,d9d28793ecdb
sel_n64,neutral_nar_010,Tie,B,e53e1d716291
sel_n64,neutral_nar_011,Tie,B,1462761df74a
sel_n64,neutral_nar_012,Tie,Tie,47685a230f3e
sel_n64,neutral_nar_013,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_nar_014,Tie,B,2fa000c24146
sel_n64,neutral_nar_015,Tie,Tie,7158f4b4e0a4
sel_n64,neutral_nar_016,Tie,B,a2857525e70d
sel_n64,neutral_nar_017,Tie,B,6ab269454223
sel_n64,neutral_nar_018,Tie,Tie,ca21099a86cb
sel_n64,neutral_nar_019,Tie,B,5fa3f435cf50
sel_n64,neutral_nar_020,Tie,B,667473bdbebc
sel_n64,neutral_nar_021,Tie,Tie,ebc866fe556e
sel_n64,neutral_nar_022,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_nar_023,Tie,B,e765471bcf3d
sel_n64,neutral_nar_024,Tie,B,da1fa0bb3a9e
sel_n64,neutral_nar_025,Tie,Tie,ea0f9ecce4c7
sel_n64,neutral_nar_026,Tie,B,7249a684c52d
sel_n64,neutral_nar_027,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_nar_028,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_nar_029,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_nar_030,Tie,B,4f14d41120be
sel_n64,neutral_nar_031,Tie,Tie,829ba1ed8ea9
sel_n64,neutral_nar_032,Tie,B,e2fd4d257cc5
sel_n64,neutral_nar_033,Tie,B,ac1efce80578
sel_n64,neutral_nar_034,Tie,Tie,155b233448cd
sel_n64,neutral_nar_035,Tie,B,5b7674ebbba0
sel_n64,neutral_nar_036,Tie,Tie,58754ba9ff86
sel_n64,neutral_nar_037,Tie,B,ecef63562ac0
sel_n64,neutral_nar_038,Tie,A,0b6e34978131
sel_n64,neutral_nar_039,Tie,Tie,394100492129
sel_n64,neutral_ncs_000,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_001,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_002,Tie,B,56647f97fe41
sel_n64,neutral_ncs_003,B,B,19ef458f6114
sel_n64,neutral_ncs_004,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_005,B,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_006,B,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_007,Tie,B,da39a3ee5e6b
sel_n64,neutral_ncs_008,Tie,B,ca8db02d3bd0
sel_n64,neutral_ncs_009,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_010,Tie,Tie,e27acf184f13
sel_n64,neutral_ncs_011,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_012,Tie,B,2bcfc3d12110
sel_n64,neutral_ncs_013,Tie,Tie,aede8628c4a1
sel_n64,neutral_ncs_014,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_015,B,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_016,B,Tie,88c9bdeba88e
sel_n64,neutral_ncs_017,Tie,Tie,2e79ed700664
sel_n64,neutral_ncs_018,Tie,B,65f43ec52a9f
sel_n64,neutral_ncs_019,B,Tie,d89a05431e77
sel_n64,neutral_ncs_020,Tie,B,22c7d2d108e7
sel_n64,neutral_ncs_021,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_022,Tie,B,95032547353e
sel_n64,neutral_ncs_023,B,B,95ad3bd68161
sel_n64,neutral_ncs_024,Tie,B,db633bc8d428
sel_n64,neutral_ncs_025,Tie,B,d192b6e8e7ee
sel_n64,neutral_ncs_026,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_027,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_028,Tie,Tie,dd8ab95bde6c
sel_n64,neutral_ncs_029,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_030,B,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_031,Tie,B,422c92ff4f39
sel_n64,neutral_ncs_032,Tie,B,e5b00cebe6f5
sel_n64,neutral_ncs_033,B,B,df084517bdbf
sel_n64,neutral_ncs_034,Tie,B,9e689bb9e028
sel_n64,neutral_ncs_035,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_036,B,B,be478d639fdf
sel_n64,neutral_ncs_037,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_038,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_ncs_039,B,B,da39a3ee5e6b
sel_n64,neutral_qa_000,Tie,B,247d43425967
sel_n64,neutral_qa_001,Tie,B,33204e486e1f
sel_n64,neutral_qa_002,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_qa_003,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_qa_004,B,B,61b3bb7724a3
sel_n64,neutral_qa_005,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_qa_006,Tie,B,b7656be74664
sel_n64,neutral_qa_007,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_qa_008,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_qa_009,A,A,6a3309be08e5
sel_n64,neutral_qa_010,Tie,Tie,da39a3ee5e6b
sel_n64,neutral_qa_011,Tie,B,3132468ebf87
sel_n64,neutral_qa_012,Tie,B,bb67c4b3c438
sel_n64,neutral_qa_013,Tie,B,da39a3ee5e6b
